# StoryAura/Danbooru-Dataset-csv parent_tag edges (child,parent). MIT.
!!,!
honey_dip,donut
honeycomb_background,honeycomb_(pattern)
honeycomb_print,honeycomb_(pattern)
honeydew_(fruit),melon
hong_kong_police_force,police
hood_down,hood
hood_grab,clothes_grab
hood_up,hood
hooded_bodysuit,bodysuit
hooded_bodysuit,hood
hooded_cape,cape
hooded_cape,hood
hooded_capelet,capelet
hooded_capelet,hood
hooded_cardigan,cardigan
hooded_cardigan,hood
hooded_cloak,cloak
hooded_cloak,hood
hooded_coat,hood
hooded_jacket,hood
hooded_jacket,jacket
hooded_pajamas,hood
hooded_pajamas,pajamas
hooded_robe,robe
hooded_shrug,shrug_(clothing)
hooded_sweater,hood
hooded_sweater,sweater
hooded_track_jacket,hood
hooded_track_jacket,track_jacket
hooded_vest,hoodie
hooded_vest,vest
hoodie,hood
hoodie_lift,clothes_lift
hoodie_lift,hoodie
hoop_earrings,earrings
horizontal-striped_necktie,striped_necktie
horn_(e.g.o),e.g.o_(project_moon)
horn_bow,bow
horn_bow,horn_ornament
horn_flower,flower
horn_hairband,fake_horns
horn_hairband,hairband
horn_ornament,horns
horn_ribbon,horn_ornament
horn_ribbon,ribbon
horn_ring,horn_ornament
horn_with_braided_base,braided_base
horned_headwear,fake_horns
horned_helmet,fake_horns
horned_helmet,helmet
horned_hood,hood
horned_hood,horns
horned_mask,mask
horned_tiara,horned_headwear
horned_tiara,tiara
hornet_(e.g.o),e.g.o_(project_moon)
hornjob,horns
hornjob,uncommon_stimulation
horns_through_headwear,horns
horse_costume,animal_costume
horse_dildo,animal_dildo
horse_ears,animal_ears
horse_mask,mask
horse_penis,animal_penis
horse_pussy,animal_pussy
horse_tail,tail
horseback_riding,riding
horseshoe_hat_ornament,horseshoe_ornament
hose_between_breasts,between_breasts
hose_between_breasts,hose
hospital_bed,bed
hot_air_balloon,aircraft
hourglass_earrings,earrings
house_sparrow,sparrow
hover_tank,hover_vehicle
hovercraft,watercraft
howa_type_64,battle_rifle
howa_type_89,assault_rifle
hs2000,handgun
htc_vive,head-mounted_display
http_403,http_status_code
http_404,http_status_code
hug_and_suck,oral
hug_from_behind,hug
hug_from_side,hug
huge_afro,afro
huge_ahoge,ahoge
huge_ass,ass
huge_breasts,breasts
huge_dildo,dildo
huge_moon,moon
huge_penis,penis
huge_testicles,testicles
huge_weapon,weapon
hugging_another's_tail,hugging_tail
hugging_book,holding_book
hugging_book,hugging_object
hugging_doll,hugging_object
hugging_own_tail,hugging_tail
hugging_tail,tail
human_chair,human_furniture
human_chair,sitting_on_person
human_crutch,shoulder_support
human_guitar,unconventional_guitar
human_tower,stacking
humanoid_and_humanization,humanization
humanoid_robot,robot
humboldt_penguin,penguin
hummingbird,bird
humvee,motor_vehicle
hundred-footed_death_maggot_(e.g.o),e.g.o_(project_moon)
hundred_dollar_bill,dollar_bill
hundred_dollar_bill,high_denomination_banknote
hungarian_flag_bikini,flag_print_bikini
hurricane_glass,drinking_glass
hurt_expressions_of_your_wife_practice,multiple_drawing_challenge
husband_and_husband_and_husband,polygamy
husband_and_wives,polygamy
hyacinth_macaw,macaw
hydrangea,flower
hydrokinesis,water
hylian_shield,shield
hymen,virgin
hypnosis,mind_control
hypocrisy_(e.g.o),e.g.o_(project_moon)
hysterectomy,castration
i'll_go_fer_scissors._how_'bout_you?_(e.g.o),e.g.o_(project_moon)
iapapa_berry,berry_(pokemon)
ibanez_jem,electric_guitar
ibanez_rg,electric_guitar
ice_bow,bow_(weapon)
ice_bow,ice
ice_cream,food
ice_cream_cake,ice_cream
ice_cream_cone_on_head,ice_cream_cone
ice_cream_cone_spill,ice_cream
ice_cream_cone_spill,ice_cream_cone
ice_cream_float,ice_cream
ice_cream_hair_ornament,food-themed_hair_ornament
ice_cream_on_face,food_on_face
ice_cream_on_face,ice_cream
ice_cream_print,food_print
ice_cream_sandwich,ice_cream
ice_cream_spoon,spoon
ice_cream_stand,food_stand
ice_cube,ice
ice_elemental,elemental_(creature)
ice_skates,skates
ice_skating,skating
ice_stone,evolution_stone
ice_wings,ice
ice_wings,wings
iced_coffee,coffee
icelandic_flag_bikini,flag_print_bikini
ichigo_daifuku,daifuku
ichigo_daifuku,wagashi
igloo,snow_shelter
ikea_shark,stuffed_shark
ikura_(food),fish_(food)
imi_galil,assault_rifle
imi_negev,light_machine_gun
imminent_anal,imminent_penetration
imminent_bestiality,zoophilia
imminent_vaginal,imminent_penetration
impending_day_(e.g.o),e.g.o_(project_moon)
implied_bestiality,zoophilia
impossible_bodysuit,bodysuit
impossible_bodysuit,impossible_clothes
impossible_dress,dress
impossible_dress,impossible_clothes
impossible_jacket,impossible_clothes
impossible_jacket,jacket
impossible_leotard,impossible_clothes
impossible_leotard,leotard
impossible_shirt,impossible_clothes
impossible_shirt,shirt
impossible_skirt,impossible_clothes
impossible_sweater,impossible_clothes
impossible_sweater,sweater
impossible_swimsuit,impossible_clothes
impossible_swimsuit,swimsuit
impossible_towel,towel
impossible_underwear,impossible_clothes
impossible_vest,impossible_clothes
improvised_gag,gag
in_bag,bag
in_bag,in_container
in_basket,basket
in_basket,in_container
in_bottle,bottle
in_bottle,in_container
in_bowl,in_container
in_box,box
in_box,in_container
in_bucket,bucket
in_bucket,in_container
in_cage,cage
in_cup,cup
in_cup,in_container
in_flask,flask
in_food,food
in_jar,in_container
in_jar,jar
in_nest,nest
in_poke_ball,poke_ball
in_refrigerator,in_container
in_refrigerator,refrigerator
in_sack,in_container
in_sack,sack
in_shopping_cart,shopping_cart
in_snow_globe,snow_globe
in_the_name_of_love_and_hate_(e.g.o),e.g.o_(project_moon)
in_trash_can,in_container
in_trash_can,trash_can
in_tree,tree
inarizushi,sushi
indian_flag_bikini,flag_print_bikini
indian_style,sitting
indicant's_trial_(e.g.o),e.g.o_(project_moon)
indonesian_national_police,police
industrial_piercing,barbell_piercing
industrial_piercing,ear_piercing
inflatable_butt_plug,butt_plug
inflatable_dolphin,inflatable_toy
inflatable_orca,inflatable_toy
inflatable_shark,inflatable_toy
inflatable_whale,inflatable_toy
inline_skates,roller_skates
innertube,swim_ring
insect_wings,wings
instant_cup_noodles,instant_noodles
instant_noodle_block,instant_noodles
instant_noodle_block,noodles
instant_pack_noodles,instant_noodles
instant_ramen,instant_noodles
instant_soba,instant_noodles
instant_udon,instant_noodles
instrument_case_on_back,instrument_case
instrument_insertion,instrument
instrument_insertion,unusual_insertion
intellivision,game_console
intentionally_missing_halo,missing_halo
interlocked_mars_and_venus_symbols,mars_symbol
interlocked_mars_and_venus_symbols,venus_symbol
interlocked_mars_symbols,mars_symbol
interlocked_venus_symbols,venus_symbol
internal_cumshot,cum
into_the_sunset_(e.g.o),e.g.o_(project_moon)
intravaginal_futanari,futanari
inverted_bob,bob_cut
inverted_cross,cross
inverted_cross_earrings,cross_earrings
inverted_cross_earrings,inverted_cross
inverted_cross_necklace,cross_necklace
inverted_cross_necklace,inverted_cross
inverted_cross_print,inverted_cross
invisible_chair,sitting
inward_v,v
ipad,tablet_pc
iphone,smartphone
iphone_11,iphone
iphone_11_pro,iphone
iphone_12,iphone
iphone_12_pro,iphone
iphone_13,iphone
iphone_3g,iphone
iphone_x,iphone
ipod,mp3_player
ipod_classic,ipod
ipod_mini,ipod
ipod_nano,ipod
ipod_nano_1g,ipod_nano
ipod_nano_2g,ipod_nano
ipod_nano_3g,ipod_nano
ipod_nano_4g,ipod_nano
ipod_nano_5g,ipod_nano
ipod_nano_6g,ipod_nano
ipod_nano_7g,ipod_nano
ipod_shuffle,ipod
ipod_shuffle_2g,ipod_shuffle
ipod_shuffle_4g,ipod_shuffle
ipod_touch,ipod
irezumi,tattoo
iris_(flower),flower
irish_flag_bikini,flag_print_bikini
iroha_karuta,karuta_(card_game)
iron_cross,cross
iron_fence,fence
ironclad,warship
irrumatio,fellatio
is-2,tank
italia_mondial,electric_guitar
italian_brainrot_ai_animals_(meme),ai-generated_art_(topic)
italian_carabinieri,police
italian_flag_bikini,flag_print_bikini
italian_flag_bikini,italian_flag_print
italian_flag_print,flag_print
italian_flag_print,italian_flag
ithaca_m37,pump_action
ithaca_m37,shotgun
ithaca_stakeout,shotgun
iwi_jericho_941,handgun
iwi_tavor,assault_rifle
iwi_tavor,bullpup
jack-o'-lantern_earrings,earrings
jack-o'-lantern_earrings,jack-o'-lantern
jack-o'-lantern_hair_ornament,hair_ornament
jack-o'-lantern_hair_ornament,jack-o'-lantern
jack_(playing_card),playing_card
jack_of_clubs_(playing_card),jack_(playing_card)
jack_of_diamonds,jack_(playing_card)
jack_of_hearts,jack_(playing_card)
jack_of_spades,jack_(playing_card)
jack_of_spades_symbol,race_fetishism_symbol
jackal_ears,animal_ears
jacket_around_waist,clothes_around_waist
jacket_around_waist,jacket
jacket_grab,clothes_grab
jacket_lift,clothes_lift
jacket_lift,jacket
jacket_on_shoulders,jacket
jacket_over_shoulder,unworn_jacket
jacket_over_swimsuit,jacket
jacket_over_swimsuit,swimsuit
jacket_partially_removed,jacket
jacket_pull,clothes_pull
jacket_pull,jacket
jackson_rhoads,electric_guitar
jagdpanther,tank
jagdpanzer_38(t),tank
jagdtiger,tank
jaguar_ears,animal_ears
jaguar_tail,tail
jalapeno_pepper,chili_pepper
jamadhar,dagger
jamaican_flag_bikini,flag_print_bikini
jammers,male_swimwear
japan_air_self-defense_force,japan_self-defense_force
japan_ground_self-defense_force,japan_self-defense_force
japan_maritime_self-defense_force,japan_self-defense_force
japan_national_police,police
japan_self-defense_force,military
japanese_armor,armor
japanese_cylindrical_postbox,postbox_(outgoing_mail)
japanese_flag_bikini,flag_print_bikini
japanese_flag_print,flag_print
japanese_flag_print,japanese_flag
japanese_macaque,monkey
japanese_national_soccer_team_uniform,soccer_uniform
japanese_saw,saw
japanese_tankery_league_(emblem),emblem
japanese_white-eye,bird
japari_bun,food
jatimatic,submachine_gun
java_sparrow,bird
jeans,denim
jeans,pants
jelly_bean,candy
jerky,food
jersey_maid,unconventional_maid
jester_cap,hat
jet_airliner,airplane
jet_ski,watercraft
jewel_butt_plug,butt_plug
jeweled_branch_of_hourai,branch
jezail,firelock
jiaoling_ruqun,hanfu
jiaozi,dumpling
jigsaw_puzzle,puzzle
jinbei_(clothes),japanese_clothes
jingasa,hat
jingle_bell,bell
jitte,weapon
jo_lolita,korean_clothes
jo_lolita,lolita_fashion
jockstrap,male_underwear
jodhpurs,pants
joestar_birthmark,birthmark
joint_(drug),marijuana
joker_(playing_card),playing_card
jonathan_joestar's_pose,jojo_pose
joy-con,game_controller
joy-con_2,game_controller
joystick,controller
ju_87,bomber
judgement_(tarot),tarot
juice_box,drink_carton
juliet_sleeves,long_sleeves
juliet_sleeves,puffy_sleeves
jumpsuit_around_waist,jumpsuit
jungle,nature
justice_(tarot),tarot
justitia_(e.g.o),e.g.o_(project_moon)
juumonji_yari,yari
k31,bolt_action
k31,rifle
kabukicho_(shinjuku),shinjuku_(tokyo)
kabuto_(helmet),helmet
kabuto_(helmet),japanese_armor
kagura_suzu,jingle_bell
kakyoin_noriaki's_pose,jojo_pose
kama_(weapon),sickle
kamaboko,food
kamina_pose,pointing_up
kamiyama_high_school_uniform_(hyouka),school_uniform
kamiyama_high_school_uniform_(project_sekai),school_uniform
kamov_ka-50,attack_helicopter
kamov_ka-52,attack_helicopter
kanabou,club_(weapon)
kanji_connection,name_connection
kantele,instrument
kanzashi,hair_ornament
kaomoji,emoticon
kappamaki,makizushi
kappougi,apron
karaginu_mo,japanese_clothes
karakasa_obake,umbrella
karana_mudra,mudra
karate_gi,dougi
kariginu,japanese_clothes
kashiwa_mochi_(food),mochi
kasib_berry,berry_(pokemon)
kataginu,japanese_clothes
katana,sword
katsuyamamage,hair_rings
kayari_buta,incense_burner
kazoo,instrument
kei_truck,truck
keizoku_(emblem),emblem
kel-tec_ksg,bullpup
kel-tec_ksg,pump_action
kel-tec_ksg,shotgun
kel-tec_rfb,bullpup
kel-tec_rfb,rifle
kelpsy_berry,berry_(pokemon)
kepi,military_hat
key_choker,choker
key_choker,key
key_earrings,earrings
key_in_head,object_through_head
key_necklace,key
key_necklace,necklace
keyboard_(instrument),instrument
keytar,instrument
kicking_viewer,attacking_viewer
killer_queen's_pose,jojo_pose
kimono,japanese_clothes
kimono_lift,clothes_lift
kimono_lift,kimono
kimono_pull,kimono
kimono_skirt,kimono
kinchaku,pouch
kindergarten_bag,bag
kine,mallet
king_(chess),chess_piece
king_(playing_card),playing_card
king_of_clubs,king_(playing_card)
king_of_diamonds,king_(playing_card)
king_of_hearts_(playing_card),king_(playing_card)
king_of_spades,king_(playing_card)
king_of_spades_symbol,race_fetishism_symbol
kippah,skullcap
kiraboshi_(star_driver),v_over_eye
kiseru,smoking_pipe
kiss_chart,multiple_drawing_challenge
kissed_by_animal,animal
kissed_by_animal,kiss
kissing_animal,animal
kissing_animal,kiss
kissing_cheek,kiss
kissing_eye,kiss
kissing_forehead,kiss
kissing_hand,kiss
kissing_neck,kiss
kissing_nose,kiss
kissing_skull,kiss
kissing_skull,skull
kitchen_knife,knife
kitchen_scale,weighing_scale
kitten,baby_animal
kitten,cat
kittysuit,nontraditional_playboy_bunny
kiwi_(bird),bird
kiwi_(fruit),fruit
kiwi_hair_ornament,food-themed_hair_ornament
kiwi_slice,kiwi_(fruit)
knee_boots,boots
kneehighs,socks
kneeless_merfolk,merfolk
knife_in_head,object_through_head
knife_sheath,sheath
knight_(chess),chess_piece
knitting_needle,needle
knives_between_fingers,between_fingers
knives_between_fingers,holding_knife
knot_gag,cleave_gag
knotted_dildo,animal_dildo
knotted_penis,animal_penis
koala_costume,animal_costume
koban_(gold),coin
koban_(gold),gold
kodachi,short_sword
kodomo_no_hi,children's_day
kogal,gyaru
koinobori,windsock
kokyuu,instrument
konpeitou,candy
korean_national_police_agency,police
kotatsu,table
kote,japanese_armor
koto_(instrument),instrument
kotoyoro,new_year
kouhaku_nawa,shimenawa
kriss_vector,submachine_gun
kujo_jotaro's_pose,jojo_pose
kukri,knife
kunai,weapon
kunreishiki,romaji_text
kurokote,kote
kuromorimine_(emblem),emblem
kusarigama,sickle
kusarigama,weapon
kusazuri,japanese_armor
kv-1,tank
kv-2,tank
kyaraben,food_art
kyotoben,kansaiben
kyoudaidon,brothers
kyuubi,kitsune
kyuubi,multiple_tails
kyuudou,archery
l85,assault_rifle
l85,bullpup
la_sangre_de_sancho_(e.g.o),e.g.o_(project_moon)
labia_piercing,pussy_piercing
labret_piercing,face_piercing
lace-trimmed_apron,apron
lace-trimmed_apron,lace_trim
lace-trimmed_arm_warmers,arm_warmers
lace-trimmed_arm_warmers,lace_trim
lace-trimmed_babydoll,lace_trim
lace-trimmed_bikini,bikini
lace-trimmed_bikini,lace_trim
lace-trimmed_boots,lace_trim
lace-trimmed_bow,lace_trim
lace-trimmed_bra,bra
lace-trimmed_bra,lace_trim
lace-trimmed_bustier,bustier
lace-trimmed_bustier,lace_trim
lace-trimmed_camisole,lace_trim
lace-trimmed_capelet,capelet
lace-trimmed_capelet,lace_trim
lace-trimmed_chemise,chemise
lace-trimmed_choker,choker
lace-trimmed_choker,lace_trim
lace-trimmed_coat,lace_trim
lace-trimmed_collar,lace_trim
lace-trimmed_dress,dress
lace-trimmed_dress,lace_trim
lace-trimmed_garter_belt,lace_trim
lace-trimmed_gloves,gloves
lace-trimmed_gloves,lace_trim
lace-trimmed_hairband,hairband
lace-trimmed_hairband,lace_trim
lace-trimmed_headwear,lace_trim
lace-trimmed_kimono,kimono
lace-trimmed_kimono,lace_trim
lace-trimmed_leotard,lace_trim
lace-trimmed_panties,lace_trim
lace-trimmed_panties,panties
lace-trimmed_ribbon,lace_trim
lace-trimmed_ribbon,ribbon
lace-trimmed_shirt,lace_trim
lace-trimmed_shirt,shirt
lace-trimmed_shorts,lace_trim
lace-trimmed_skirt,lace_trim
lace-trimmed_skirt,skirt
lace-trimmed_sleeves,lace_trim
lace-trimmed_swimsuit,lace_trim
lace-trimmed_swimsuit,swimsuit
lace-trimmed_thighhighs,lace_trim
lace-trimmed_thighhighs,thighhighs
lace-trimmed_tube_top,lace_trim
lace-trimmed_tube_top,tube_top
lace-trimmed_veil,lace_trim
lace-trimmed_wrist_cuffs,lace_trim
lace-trimmed_wrist_cuffs,wrist_cuffs
lace-up_boots,boots
lace_arm_warmers,arm_warmers
lace_arm_warmers,lace
lace_border,lace
lace_border,ornate_border
lace_bra,bra
lace_bra,lace
lace_choker,choker
lace_choker,lace
lace_curtains,curtains
lace_gloves,gloves
lace_gloves,lace
lace_hairband,hairband
lace_lappet,lace
lace_lappet,lappet
lace_panties,lace
lace_panties,panties
lace_pantyhose,lace
lace_pantyhose,pantyhose
lace_sleeves,lace
lace_thighhighs,lace
lace_thighhighs,thighhighs
lactating_into_container,lactation
