tag,cn_name
empire_state_building,エンパイア・ステート・ビルディング
empire_waist,高腰收束
employee_(project_moon),"自職員,脑叶公司oc"
employee_uniform,"employee制服,エムプルオイエエ制服"
empoleon,エンペルト
emporio_alnino,"安波里欧·亚曼纽,エンポリオ・アルニーニョ"
emporio_ivankov,"エンポリオ・イワンコフ,イワンコフ,安普里奥·伊万科夫,人妖王"
empress_(last_origin),"エンプレス,エンプレス(ラストオリジン)"
empress_(stand),女帝(替身)
empress_undergu,カイゼリン・アンダーグ
empty_bathtub,"empty浴槽,エムプトイバスタブ"
empty_bottle,"empty瓶子,エムプトイボトル"
empty_eyes,"レイプ目,虚ろ目,ベタ目,マグロ目,死んだ魚のような目,目が死んでる,空洞的眼神,ハイライトオフ"
empty_picture_frame,"emptypicture框架,エムプトイピクトゥレフレーム"
empty_plate,"empty盘子,エムプトイ皿"
empty_pool,プール掃除
emrakul_the_aeons_torn,エムラクール
emu,エミュー
emu_(kemono_friends),エミュー(けものフレンズ)
emu_alice,絵夢アリス
emukae_mukae,江迎怒江
emul_(shangri-la_frontier),エムル
en'en,エンエン
en'enra,"煙々羅,煙羅煙羅"
en_(dorohedoro),煙(ドロヘドロ)
en_(entei),エン
en_ciel_rena,エンシェル・レナ
en_ciel_rena_(aegis),エンシェル・レナ
en_ciel_rena_(laelith),エンシェル・レナ
en_ciel_rena_(magius),エンシェル・レナ
en_ciel_rena_(sin),エンシェル・レナ
en_pointe,"ポワント,つま先立ち"
ena-chan_(doubutsunoujyou),"エナちゃん,恵菜ちゃん"
ena_(fire_emblem),イナ
ena_(hijiri),エナ
ena_(quilt),エナ(きると)
ena_(species),"ena（译名）,エナ"
enamel_leather_dark_nurse,黒ナース
enami_kiyose,榎並清瀬
enamori_senri,枝那森千里
enamorus,ラブトロス
enamorus_(incarnate),ラブトロス(けしん)
enamorus_(therian),ラブトロス(れいじゅう)
encasement,"encasement（译名）,エンクアセメント"
enceladus,エンケラドゥス
enchanted_encounter_(infinity_nikki),"仙踪绮遇,フェアリーノート"
enchanted_writing_(infinity_nikki),"愿笔生花,筆先の花"
enchantment_table,エンチャントテーブル
encore_(pokemon),アンコール(ポケモン)
encore_(wuthering_waves),"安可,アンコ,アンコ(鳴潮)"
end_bunny_(disney),エンドバニー
end_crystal,エンドクリスタル
end_of_the_world_(grandia),世界の果て
end_portal,エンドポータル
endaness,ダゴン
endeavor_(boku_no_hero_academia),"安德瓦,轰炎司,エンデヴァー,轟炎司"
ender_chest,エンダーチェスト
ender_dragon,エンダードラゴン
ender_ender_(idolmaster),"エンダーエンダー,鞠音"
ender_pearl,エンダーパール
enderman,"エンダーマン,末影人"
endfield_industries_logo,"endfieldindustries标志,エンドフイエルドインドゥストリエスロゴ"
ending,"ending（译名）,エンディング"
endless_knot,"盘长结,盤長結,吉祥結,菊結び"
endministrator_(arknights),"管理人(エンドフィールド),管理員,管理人,管理员,管理人(アークナイツエンドフィールド)"
endo_yurika_(turisasu),遠藤百合香
endorsement_(pokemon),すいせんじょう
endoscope,内視鏡
endou's_wife_is_different!_(meme),"円堂の奥さんが違う!,円堂夫婦"
endou_aina,遠藤愛奈
endou_araya,遠藤亜羅椰
endou_aya,遠藤綾
endou_ifrina,炎道イフリナ
endou_kanon,円堂監督
endou_lily,円堂リリィ
endou_mami,遠藤マミ
endou_mamoru,"円堂守,円堂"
endou_michiko,遠藤未知子
endou_rino,遠藤梨乃
endou_saya,"遠藤サヤ,遠藤さや"
endou_tou,遠藤豆
endou_yuuji,遠藤勇次
endrance_(.hack//),エンデュランス
endure_(pokemon),こらえる
endymion_(sailor_moon),エンディミオン
endymion_(toaru),"エンデュミオン,宇宙エレベーター・エンデュミオン"
ene_(kagerou_project),エネ
enedra,エネドラ
eneiken_noroshi,煙叡剣狼煙
enein_rundall,"エネイン・ランドール,艾內蘭道爾,エネイン"
enel,エネル
enel_face_(meme),エネル顔
enema,"浣腸,灌腸,灌肠"
enemia_(nire_nanaki),エネミア
enemy_lifebuoy_(kancolle),"深海浮輪,深海浮き輪"
enemy_naval_mine_(kancolle),深海忌雷
enemy_yari,敵槍
enenra,"煙々羅,煙羅煙羅"
enenra_(onmyoji),"烟烟罗,煙々羅"
energia_(rocket),エネルギア
energy,"能量,エネルギー"
energy_(pokemon_tcg),"能量,エネルギー,能量（pokemon tcg）"
energy_absorption_arena_(meme),エネルギー吸収アリーナ
energy_arrow,"能量箭,エネルギー矢"
energy_ball,"光球,エネルギー弾"
energy_ball_(pokemon),エナジーボール
energy_barrier,"バリア,バリアー,バリヤー"
energy_beam,"ビーム,能量光束"
energy_blade,"能量刀刃,エネルギー刃"
energy_bullet,"光弾,エネルギー弾"
energy_cannon,"ビーム砲,光線砲"
energy_drain,"エナジードレイン,レベルドレイン,エネルギー吸収"
energy_drink,"エナジードリンク,栄養ドリンク"
energy_gun,光線銃
energy_lockseed,エナジーロックシード
energy_ring,"能量环,エネルギーリング"
energy_shield,ビームシールド
energy_spear,"能量枪,エネルギー槍"
energy_sword,"レーザーブレード,ビームサーベル,ビームソード,レーザーソード"
energy_tail,"能量尾巴,エネルギー尻尾"
energy_tank,E缶
energy_weapon,"ビーム兵器,エネルギー兵器,エネルギー武器"
energy_wings,光の翼
enero,"エネーロ,エネーロ(ストリートファイター)"
eneus,エーネウス
enfer_(path_to_nowhere),恩菲尔
enfield_no.2_mk1,エンフィールド・リボルバー
enforcer_(arknights),"见行者,エンフォーサー(アークナイツ)"
enforcer_iii_harvest_(azur_lane),エンフォーサーIII・Harvest
enforcer_ix_exploration_(azur_lane),エンフォーサーIX・Exploration
engage_gundam,エンゲージガンダム
engetsu_(shikai),剡月
engi_threepiece,エンギ・スリーピース
engine,"エンジン,发动机"
engine_blade,エンジンブレード
engineblade,エンジンブレード
engineer,"engineer（译名）,エングイネエル"
engineer_(tf2),"エンジニア,エンジニア(TF2)"
engineer_nemo_(fate),ネモ・エンジン
engineering_department_(blue_archive),"工程部,エンジニア部"
engineering_nonsense,技術の無駄遣い
england,イングランド
english_bond,"英语bond,英語ボンド"
english_breakfast,"イングリッシュブレックファースト,フル・ブレックファスト"
english_electric_lightning,BACライトニング
english_flag,イングランドの国旗
english_shepherd_(last_origin),イングリッシュ・シェパード
english_springer_spaniel,"イングリッシュ・スプリンガー・スパニエル,イングリッシュスプリンガースパニエル"
english_text,"英語,英语,英文"
engraved,"engraved（译名）,エングラヴエド"
engrish_text,"engrish文字,エングリシ文字"
engulfing_lightning_(genshin_impact),"engulfing闪电,エングウルフイング雷,engulfing闪电（原神）,エングウルフイング雷（原神）,原神"
enhydriodon,エンヒドリオドン
enicia_(enicia_to_keiyaku_mon),エニシア
enid_sinclair,イーニッド・シンクレア
enigma_(housamo),エニグマ
enigma_(nijisanji),"エニグマ(にじさんじ),エニグマ"
enigma_(reverse:1999),哑谜
enigma_berry,ナゾのみ
enigma_machine,"エニグマ,エニグマ暗号機"
enishida_(flower_knight_girl),エニシダ(花騎士)
eniwa_airi,恵庭あいり
eniwa_shii,恵庭椎
enjin_(gachiakuta),エンジン
enjin_(idolmaster),"炎陣,純情Midnight伝説"
enjoji_jin,円城寺仁
enjoji_kogiku,円城寺小菊
enjoji_michiru,円城寺道流
enjou_(genshin_impact),"淵上,渊上"
enjou_retto,炎城烈人
enjou_sakuya,円城咲耶
enjou_shuusuke,円城秀介
enjou_tomoe,臙条巴
enjouji_reika,円城寺れいか
enju_(rozen_maiden),槐
enju_(z/x),"エンジュ,エンジュ(Z/X)"
enjutsu_(koihime_musou),美羽(恋姫†無双)
enka,演歌
enkephalin_(project_moon),"enkephalin（译名）,エンケフアルイン,エンケフアルイン（プロジェクトムーン）,プロジェクトムーン"
enker_(mega_man),エンカー
enki_(fate/prototype),終末剣エンキ
enki_(juuni_kokuki),"六太,延麒"
enkidu_(celebratory_attire)_(fate),英霊祝装
enkidu_(fate),"エルキドゥ,エルキドゥ(Fate),恩奇都"
enkidu_(fly_off)_(fate),フライ・オフ
enkidu_(midsummer_moment)_(fate),真夏のひと時
enkidu_(talk_of_the_hot_sands)_(fate),熱砂の語らい
enkidu_(under_night_in-birth),"エンキドゥ,エンキドゥ(UNI)"
enkidu_(weapon)_(fate),"天の鎖,天之锁"
enma-kun,えん魔くん
enma_(mythology),"閻魔,閻魔様,閻魔大王"
enma_(onmyoji),"閻魔(陰陽師),閻魔,阎魔"
enma_ai,"閻魔あい,阎魔爱"
enma_daiou_(youkai_watch),エンマ大王
enma_ema,閻魔エマ
enmaided,"女仆化,メイド化,穿着女仆装,メイド姿"
enmu_(kimetsu_no_yaiba),"魘夢,魇梦"
enmusubi_no_kami_(onmyoji),縁結神
enna_alouette,"エナーアート,天堂鸟"
enna_alouette_(1st_costume),エナー・アールウェット(通常)
ennard,エナード
ennea,"エンネア,九エン"
enneagram,"エニアグラム,九芒星"
ennil_el,"エニル,エニル・エル"
ennis,エニス
enno_chiaki,役小明
ennui_heiwa_miku,"アンニュイへいわミク,アヘミク"
eno_(akroglam),エノ
eno_konoe,木乃恵
enoch_(el_shaddai),イーノック
enoch_(project_moon),伊诺克
enoch_drebber,イーノック・ドレッバー
enoden_bicycle_bro_(meme),"江ノ電自転車ニキ,龍の口の騒乱"
enokawa_kokoro_(hara_kenshi),可愛川心
enokorogusa_(flower_knight_girl),"エノコログサ(花騎士),エノコログサ"
enome,エノメ
enomiya_milk,"愛宮みるく,みるくあるばむ"
enomoto_aya,榎本綾
enomoto_azusa,榎本梓
enomoto_george,"榎本譲二,榎本让二"
enomoto_iori,榎本伊織
enomoto_kaho,榎本香穂
enomoto_kazue,"榎本一恵,榎本一惠"
enomoto_koutarou,榎本虎太朗
enomoto_kureha,榎本紅葉
enomoto_mineo,榎本峰雄
enomoto_natsuki,榎本夏樹
enomoto_noa,"榎本のあ,榎本诺亚"
enomoto_rion,榎本凛音
enomoto_ryouka,榎本涼香
enomoto_taiyou,榎本太陽
enomoto_takane,"榎本貴音,遥貴"
enomoto_tsukasa,榎本つかさ
enomoto_yuiko,榎本結子
enoshima,江の島
enoshima_electric_railway,"江ノ電,江ノ島電鉄"
enoshima_junko,"江ノ島盾子,江ノ島順子,江之岛盾子"
enoshima_junko_(cosplay),"enoshimajunko角色扮演,江の島ジュンコ,enoshimajunko（角色扮演）,江の島ジュンコ（コスプレ）,角色扮演,コスプレ,enoshimajunkoコスプレ"
enpera,"えんぺら,マフモコ"
enraenra_(youkai_watch),えんらえんら
enraku_tsubakura,"燕楽玄鳥,玄鳥,やぶつば,燕乐玄鸟,玄鹤,神社组"
enraku_tsubakura_(waiter_form),燕楽玄鳥【給仕フォーム】
enri_emmot,エンリ・エモット
enri_louvre,"エンリ(奈落),エンリ"
enrica_(sekaiju),エンリーカ
enrico_maxwell,エンリコ・マクスウェル
enrico_pucci,"恩里克·普奇,普奇神父,エンリコ・プッチ"
enryuu_(gaogaigar),炎竜
enshou_(koihime_musou),"麗羽,袁紹"
enta_girl,"エンタガール,エンタちゃん"
entangled,意外缠住
entei,エンテイ
entelechia_(arknights),"隐德来希,エンテレケイア(アークナイツ),エンテレケイア,隐德莱希"
enten_(sword),淵天
enterprise_(anniversary_ride)_(azur_lane),アニバーサリードライブ!
enterprise_(azur_lane),"企业(碧蓝航线),企业,エンタープライズ(アズールレーン),エンタープライズ,エンプラ,エンイラ(アズールレーン),ベルエン(アズールレーン)"
enterprise_(bathing_under_sunny_skies)_(azur_lane),晴れやかなれ湯上がりの空
enterprise_(blooming_peony)_(azur_lane),"ブライトピオニー(アズールレーン),傲春之牡丹"
enterprise_(diving_under_blue_skies)_(azur_lane),スカイスケープ・ダイバー
enterprise_(ff4),エンタープライズ
enterprise_(heroic_finery)_(azur_lane),"英雄の儀典礼装,英雄的礼服"
enterprise_(hms)_(azur_lane),"エンタープライズ(ロイヤル),企业,エンタープライズ,エンタープライズ(軽巡)"
enterprise_(reindeer_master)_(azur_lane),"トナカイ・マスター,驯鹿之主"
enterprise_(soaring_wings_of_freedom)_(azur_lane),"羽ばたける自由の翼,翱翔的自由之翼"
enterprise_(starlight_oath)_(azur_lane),"マリースター,誓约的星光"
enterprise_(warship_girls_r),"企业,エンタープライズ,エンタープライズ(戦艦少女)"
enterprise_(wind_catcher)_(azur_lane),ウィンド・キャッチャー
entoma_vasilissa_zeta,"エントマ・ヴァシリッサ・ゼータ,エントマ"
entomancer_(slay_the_spire),蜂群术士
entombed_air_defense_guardian_princess,防空埋護姫
entrails,"内臓,臓器"
entrainment_(pokemon),なかまづくり
entrance_ceremony,入学式
entrenching_tool,"エントレンチングツール,エントレンチング・ツール,塹壕ツール"
entry_plug,"entry肛塞,エントルイプラグ"
envelope,"信封,封筒"
enveloped,"enveloped（译名）,エンヴエルオペド"
envy,羡慕
envy_(fma),エンヴィー
envy_(otoca_d'or),"エンビー,魔女っ子エンビー"
envy_adams,エンヴィー・アダムズ
enya_geil,"恩雅婆婆,恩雅·凯尔,恩雅·盖尔,エンヤ・ガイル,エンヤ婆,エンヤ姉"
enya_murphy,"恩雅,エンヤ・マーフィー"
enyo_(granblue_fantasy),エニュオ
enzo_(roco_kingdom:_world),恩佐
eos_(ff14),エオス
eos_(neural_cloud),"晨曦,晨曦(云图计划),イオス(ニューラルクラウド)"
eosinophil_(hataraku_saibou),"好酸球(はたらく細胞),好酸球"
eotech,"eotech（译名）,エオテチ"
eotech_exps3,"eotech exps3（译名）,エオテチエックスプス3"
eous_(zenless_zone_zero),"イアス,伊埃斯"
epaulettes,"肩章,エポレット"
epee,エペ
epee_(azur_lane),"エペ(アズールレーン),エペ"
epel_felmier,"エペル・フェルミエ,エペ監,エペジャク,ジャクエペ,エペヴィル,ヴィルエペ,エペルク,ルクエペ"
epel_felmier_(applepom),アップル・ボア
epel_felmier_(halloween),スケアリー・ドレス
epel_felmier_(suitor_suit),なりきり花婿
ephemer_(kingdom_hearts),エフェメラ
ephemera_(armored_core_vi),エフェメラ
ephnel,エフネル
ephraim_(fire_emblem),エフラム
ephyca_(llucilab),エフィカ
epica_(trickcal),エピカ
epicanthic_folds,内眼角贅皮
epidendrum_(flower_knight_girl),エピデンドラム(花騎士)
epinel_(nikke),エピネル(勝利の女神:NIKKE)
epiphaneia_(racehorse),エピファネイア
epiphaneia_(racing)_(umamusume),エピファネイア(レース衣装)
epiphaneia_(umamusume),"エピファネイア(ウマ娘),神威啟示,神威启示"
epiphyllum,"ゲッカビジン,クジャクサボテン,月下美人,孔雀仙人掌,昙花,優曇華(ドールズフロントライン)"
epis,エピス
episode_number,"episode号码,エピソデ番号"
episode_title,"episode title（译名）,エピソデティトルエ"
epona,エポナ
epsilon_(kagejitsu),"イプシロン,イプシロン(陰の実力者になりたくて!)"
equal_sign,等号
equation,"方程式,ほうていしき"
equestrian_club_(twisted_wonderland),NRC馬術部
equilibrium_umbrella,平衡伞
equinox_(racehorse),イクイノックス
equipment_layout,"ウェポンロードディスプレイ,衣服標本"
